Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"click(findTestObject(""Object Repository/Booking Unsuccessfully/Page_JPetStore Demo/a_Proceed to Checkout""))",Chrome 128.0.0.0,,,11-09-2024 21:13:39,11-09-2024 21:13:40,0.693s,PASSED
"waitForElementVisible(findTestObject(""Object Repository/Booking Unsuccessfully/Page_JPetStore Demo/li_You must sign on before attempting to check out.  Please sign on and try checking out again""), 10)",Chrome 128.0.0.0,,,11-09-2024 21:13:40,11-09-2024 21:13:40,0.247s,PASSED
"loginRequiredText = getText(findTestObject(""Object Repository/Booking Unsuccessfully/Page_JPetStore Demo/li_You must sign on before attempting to check out.  Please sign on and try checking out again""))",Chrome 128.0.0.0,,,11-09-2024 21:13:40,11-09-2024 21:13:40,0.246s,PASSED
"if (loginRequiredText == ""You must sign on before attempting to check out.  Please sign on and try checking out again"")",Chrome 128.0.0.0,,,11-09-2024 21:13:40,11-09-2024 21:13:40,0.000s,PASSED
else,Chrome 128.0.0.0,,,11-09-2024 21:13:40,11-09-2024 21:13:40,0.011s,PASSED
closeBrowser(),Chrome 128.0.0.0,,,11-09-2024 21:13:40,11-09-2024 21:13:40,0.141s,PASSED
,,,,,,,
Test Cases/Invalid Quantity String Input,Chrome 128.0.0.0,,,11-09-2024 21:19:15,11-09-2024 21:20:36,1m - 21.758s,FAILED
"openBrowser("""")",Chrome 128.0.0.0,,,11-09-2024 21:19:15,11-09-2024 21:19:16,1.346s,PASSED
"navigateToUrl(""https://petstore.octoperf.com/actions/Catalog.action"")",Chrome 128.0.0.0,,,11-09-2024 21:19:16,11-09-2024 21:19:20,4.360s,PASSED
"click(findTestObject(""Object Repository/Invalid Quantity String Input/Page_JPetStore Demo/a_Sign In_1""))",Chrome 128.0.0.0,,,11-09-2024 21:19:20,11-09-2024 21:19:21,0.776s,PASSED
"setText(findTestObject(""Object Repository/Invalid Quantity String Input/Page_JPetStore Demo/input_Need a user name and password_username_1""), ""pollux"")",Chrome 128.0.0.0,,,11-09-2024 21:19:21,11-09-2024 21:20:24,1m - 2.728s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Invalid Quantity String Input/Page_JPetStore Demo/input_Need a user name and password_password""), ""tzH6RvlfSTg="")",Chrome 128.0.0.0,,,11-09-2024 21:20:24,11-09-2024 21:20:24,0.338s,PASSED
"click(findTestObject(""Object Repository/Invalid Quantity String Input/Page_JPetStore Demo/input_Need a user name and password_signon""))",Chrome 128.0.0.0,,,11-09-2024 21:20:24,11-09-2024 21:20:27,3.120s,PASSED
"click(findTestObject(""Object Repository/Invalid Quantity String Input/Page_JPetStore Demo/img""))",Chrome 128.0.0.0,,,11-09-2024 21:20:27,11-09-2024 21:20:28,0.750s,PASSED
"click(findTestObject(""Object Repository/Invalid Quantity String Input/Page_JPetStore Demo/a_K9-PO-02""))",Chrome 128.0.0.0,,,11-09-2024 21:20:28,11-09-2024 21:20:29,0.719s,PASSED
"click(findTestObject(""Object Repository/Invalid Quantity String Input/Page_JPetStore Demo/a_Add to Cart""))",Chrome 128.0.0.0,,,11-09-2024 21:20:29,11-09-2024 21:20:29,0.710s,PASSED
"setText(findTestObject(""Object Repository/Invalid Quantity String Input/Page_JPetStore Demo/input_false_EST-8""), ""two"")",Chrome 128.0.0.0,,,11-09-2024 21:20:29,11-09-2024 21:20:30,0.559s,PASSED
"click(findTestObject(""Object Repository/Invalid Quantity String Input/Page_JPetStore Demo/input_Sub Total 18.50_updateCartQuantities""))",Chrome 128.0.0.0,,,11-09-2024 21:20:30,11-09-2024 21:20:32,2.188s,PASSED
"click(findTestObject(""Object Repository/Invalid Quantity String Input/Page_JPetStore Demo/a_Proceed to Checkout""))",Chrome 128.0.0.0,,,11-09-2024 21:20:32,11-09-2024 21:20:33,0.904s,PASSED
"click(findTestObject(""Object Repository/Invalid Quantity String Input/Page_JPetStore Demo/input_Ship to different address_newOrder""))",Chrome 128.0.0.0,,,11-09-2024 21:20:33,11-09-2024 21:20:34,0.764s,PASSED
"click(findTestObject(""Object Repository/Invalid Quantity String Input/Page_JPetStore Demo/a_Confirm""))",Chrome 128.0.0.0,,,11-09-2024 21:20:34,11-09-2024 21:20:35,1.512s,PASSED
"waitForElementVisible(findTestObject(""Object Repository/Booking Successfully/Page_JPetStore Demo/td_1""), 2)",Chrome 128.0.0.0,,,11-09-2024 21:20:35,11-09-2024 21:20:36,0.473s,PASSED
"checkoutQuantityText = getText(findTestObject(""Object Repository/Booking Successfully/Page_JPetStore Demo/td_1""))",Chrome 128.0.0.0,,,11-09-2024 21:20:36,11-09-2024 21:20:36,0.256s,PASSED
checkoutQuantity = Integer.parseInt(checkoutQuantityText.trim()),Chrome 128.0.0.0,,,11-09-2024 21:20:36,11-09-2024 21:20:36,0.000s,PASSED
"if (checkoutQuantityText.equals(""2"") || checkoutQuantityText.equalsIgnoreCase(""two""))",Chrome 128.0.0.0,,,11-09-2024 21:20:36,11-09-2024 21:20:36,0.000s,PASSED
else,Chrome 128.0.0.0,,,11-09-2024 21:20:36,11-09-2024 21:20:36,0.006s,FAILED
closeBrowser(),Chrome 128.0.0.0,,,11-09-2024 21:20:36,11-09-2024 21:20:36,0.221s,PASSED
